All files in dir with neolamprologus-savoryi-ID39-READ2.fastq.gz,2140419,300298762,140.299054531,0.0153865438658,40,151,151.0
All files in dir with neolamprologus-sexfasciatus-ID63-READ2.fastq.gz,1801236,249218676,138.359812928,0.0178289686032,40,151,151.0
All files in dir with neolamprologus-tetracanthus-ID46-READ2.fastq.gz,1874707,261972747,139.740635203,0.016715887544,40,151,151.0
All files in dir with neolamprologus-walteri-ID52-READ2.fastq.gz,1843974,256532675,139.119464266,0.0171055090307,40,151,151.0
All files in dir with nimbochromis-polystigma-ID2-READ2.fastq.gz,2379346,331765245,139.435477228,0.015125252451,40,151,151.0
All files in dir with ophthalmotilapia-boops-ID44-READ2.fastq.gz,2710042,374104644,138.043854671,0.0144195428065,40,151,151.0
All files in dir with ophthalmotilapia-nasuta-ID37-READ2.fastq.gz,2260275,315306302,139.499088385,0.0153032490037,40,151,151.0
All files in dir with otopharynx-heterodon-ID13-READ2.fastq.gz,2220877,307142053,138.297642328,0.0164395053785,40,151,151.0
All files in dir with otopharynx-lithobates-ID16-READ2.fastq.gz,2009376,277425669,138.065583047,0.0172450031817,40,151,151.0
All files in dir with otopharynx-picta-ID14-READ2.fastq.gz,1977507,270254807,136.664399671,0.0181635371365,40,151,151.0
All files in dir with petrotilapia-nigra-ID9-READ2.fastq.gz,2430606,341393901,140.456289913,0.0146360060716,40,151,151.0
All files in dir with placidochromis-electra-ID21-READ2.fastq.gz,2292954,316558784,138.057189111,0.0161421092743,40,151,151.0
All files in dir with placidochromis-milomo-ID17-READ2.fastq.gz,1878364,262502473,139.750587746,0.0165605294098,40,151,151.0
All files in dir with prognathochromis-perrieri-ID49-READ2.fastq.gz,2446848,337787639,138.050111409,0.0152056201664,40,151,151.0
All files in dir with psedotropheus-crabro-ID27-READ2.fastq.gz,1884663,262553523,139.31059452,0.0171458344224,40,151,151.0
All files in dir with pseudotropheus-flavus-ID19-READ2.fastq.gz,2267764,312491965,137.797392057,0.0163170816756,40,151,151.0
All files in dir with ptyochromis-cf-ID72-READ2.fastq.gz,1714659,237473047,138.495786626,0.0180287835487,40,151,151.0
All files in dir with pundamila-pundamila-ID75-READ2.fastq.gz,2260834,310905986,137.518272461,0.0160730670189,40,151,151.0
All files in dir with pyxichromis-orthostoma-ID62-READ2.fastq.gz,1843667,249598888,135.381762542,0.0187960192752,40,151,151.0
All files in dir with rhamphochromis-longiceps-ID81-READ2.fastq.gz,2304398,320354921,139.018919909,0.0155648766772,40,151,151.0
All files in dir with simochromis-babaulti-ID48-READ2.fastq.gz,2023267,274867011,135.853058939,0.0175851029107,40,151,151.0
All files in dir with stigmatochromis-woodei-ID20-READ2.fastq.gz,2313111,319686608,138.206341157,0.0159567642438,40,151,151.0
All files in dir with taeniolethrinops-preorbitalis-ID29-READ2.fastq.gz,1688568,237457301,140.62643672,0.0176483355301,40,151,151.0
All files in dir with telmatochromis-dhonti-ID43-READ2.fastq.gz,1885260,263341038,139.684201649,0.0164865678427,40,151,151.0
All files in dir with telmatochromis-temporalis-ID64-READ2.fastq.gz,1976770,273439037,138.326177046,0.0172244487749,40,151,151.0
All files in dir with trematochromis-benthicola-ID78-READ2.fastq.gz,2201701,305001070,138.529741323,0.0161897399132,40,151,151.0
All files in dir with tropheops-microstoma-ID1-READ2.fastq.gz,2340529,328387457,140.304801607,0.0147619237455,40,151,151.0
All files in dir with tyrannochromis-nigriventer-ID5-READ2.fastq.gz,2598490,361363459,139.066711436,0.0145737067363,40,151,151.0
All files in dir with variabilichromis-moorii-ID31-READ2.fastq.gz,2534848,352231624,138.955718055,0.0149403307657,40,151,151.0
